,CURROPER
17004,True
64923,True
44800,True
67630,False
49326,True
63216,True
24066,True
3233,True
31413,True
75305,True
72780,True
58290,True
76139,True
63300,True
10161,False
24981,True
11426,False
76240,True
70639,True
33895,False
43950,True
50710,True
37460,True
46726,True
19292,True
60752,True
44719,False
54702,True
32675,False
2340,True
50460,True
53571,True
2328,True
42143,True
25719,False
72676,True
55375,True
69512,True
54581,True
19037,True
55838,True
8754,True
7390,True
70207,True
38596,True
31146,True
54446,False
77825,True
8763,True
71366,True
59317,True
65240,True
29219,True
9109,True
64986,True
57880,True
75139,True
43382,True
56512,True
58549,True
54793,False
6607,True
55437,False
32226,False
7593,False
33886,True
49925,True
67623,True
30819,True
69490,True
30740,True
43723,True
38831,True
12814,False
50524,True
4946,False
40894,True
50610,True
30870,True
38678,False
18982,False
32349,True
38544,False
26083,False
55260,True
11962,False
14092,True
56793,True
64565,True
36515,True
26988,True
7313,False
42780,True
8979,False
4225,True
36198,False
30138,True
14586,False
39367,True
65398,True
27875,True
75099,True
67856,True
5579,False
51364,True
61874,True
42257,True
20978,False
51448,True
68741,True
66926,True
72976,True
48993,False
42301,True
9242,False
36564,False
57661,True
20374,True
21564,True
48189,True
73062,True
31189,True
31,True
7733,True
39146,True
15340,True
22631,True
76640,True
5473,False
49175,False
4430,True
48517,True
23322,True
53237,True
75617,True
2916,True
63408,True
8609,True
46328,True
51185,True
11414,True
73371,True
49571,True
15753,True
47811,True
51601,True
24832,True
72030,True
69457,True
58984,True
37663,False
56897,True
33565,False
1843,True
47389,True
61385,True
7950,True
51796,True
41900,True
47407,False
68973,False
78359,True
68459,True
24738,True
54026,False
1286,True
71044,True
25493,False
29937,True
71293,True
52650,True
26060,True
37407,True
56896,True
48905,True
78055,True
78137,True
48413,False
45138,True
76997,True
50121,True
22923,False
11432,True
40548,True
69117,False
35689,True
49682,True
66913,True
51399,True
74436,True
21213,True
67021,True
50933,True
2365,True
2216,False
63247,True
35098,False
53236,True
32481,False
2552,True
25123,False
53302,True
37499,False
64572,True
72521,True
16446,True
42577,True
16152,True
11582,True
51839,True
31981,True
67518,True
14531,True
55238,True
39144,True
41616,False
76931,True
51208,True
60141,True
16627,True
77044,True
28612,True
18429,True
45710,True
47883,True
71031,True
6551,True
4559,True
18080,True
50658,True
25676,True
32567,False
73146,True
75506,True
57935,True
54535,True
65224,True
2131,True
31795,True
73261,True
50955,True
56080,True
54713,True
65446,True
46601,True
76098,True
18870,True
57394,True
53469,True
3469,True
31976,True
14540,True
53255,True
67640,False
14545,True
14502,True
22626,True
46655,False
23411,True
15353,True
53738,False
38471,False
48466,True
9710,True
33087,True
5518,False
52264,True
43155,False
31190,True
45563,False
52480,True
11286,True
56735,True
29798,True
66137,True
68213,True
18440,False
54195,True
5646,True
30671,True
40014,True
24257,True
41954,True
74301,True
15139,True
55026,True
26962,True
56153,True
3547,True
17521,True
25296,True
62573,False
10766,True
44625,True
5250,False
14444,True
19446,True
33668,True
59855,True
33439,True
13685,True
306,True
3976,True
813,True
43494,True
59252,True
17748,False
39210,True
49643,True
11132,True
24206,True
10221,True
45197,True
26356,True
54483,True
32294,True
75615,True
2191,True
58084,True
63303,True
71279,True
74695,True
74733,True
2837,True
17751,True
28957,False
27290,True
59333,True
36199,True
8870,True
23350,False
47607,True
74373,True
3784,True
3272,True
8495,True
69833,True
9363,True
5316,True
33238,True
27873,True
71251,False
10141,False
28684,True
32370,True
2277,True
41733,True
10300,True
52323,True
41504,True
70510,True
39541,False
168,True
48112,True
36060,True
10055,True
24308,True
70706,True
56925,True
65495,True
7526,True
11405,False
69634,True
70705,True
69732,True
7554,True
33867,True
71174,True
51993,True
25106,False
57907,True
44565,True
68927,True
16547,True
1701,False
44504,True
65197,False
57881,True
67114,True
47300,False
39235,False
12441,False
33093,False
19127,False
25885,True
25193,True
36574,True
71896,True
35257,True
33035,False
23570,True
48750,True
31459,True
22072,True
22383,True
29504,True
73166,True
428,True
2560,True
51207,True
73844,True
1768,False
13033,True
68482,True
43447,True
43704,True
20583,True
51412,True
1556,False
2925,False
77993,True
19952,False
72582,True
47161,False
43714,True
62164,True
49172,True
3424,True
47465,True
77637,True
77741,True
56593,False
12833,True
44789,True
72256,True
74181,True
49996,True
28147,True
8602,True
61135,True
13557,True
2667,True
32280,True
24213,True
56274,True
51213,True
71060,True
224,True
25549,True
36734,True
9288,False
28070,True
25260,False
23878,True
52571,True
62049,True
76804,True
34788,True
36297,True
78064,True
56537,True
17138,True
15199,True
33619,True
63148,True
69894,True
48277,True
15929,False
2959,True
41044,True
74066,True
54504,False
51664,True
33485,True
47220,True
40464,True
38759,True
24253,True
71234,True
70676,True
10674,True
69459,False
55102,True
23784,True
48937,True
36485,False
24720,True
49405,True
37956,True
42383,False
59502,True
53424,True
15517,True
2011,True
5949,True
7662,True
22030,True
70574,False
39848,True
5470,True
70110,False
75717,True
19890,True
53774,False
50027,True
59714,True
64921,True
22164,True
52631,True
9587,True
57512,True
65576,True
56916,True
23721,True
55896,True
37081,True
19325,False
11644,False
74699,True
62964,True
54686,True
48601,True
62043,True
15927,True
74611,True
77309,False
41361,True
52103,True
66772,False
47798,True
25874,True
43212,True
60646,True
32150,False
66847,True
58365,True
29739,False
18238,False
21346,True
74177,True
50247,True
68413,True
52738,True
78358,True
38286,True
38479,True
76309,True
18433,False
65484,True
72457,True
59216,True
53625,True
35399,False
72173,True
20718,True
31435,True
53293,True
2357,True
27294,True
14401,True
42130,True
65723,True
45558,False
7280,False
18324,False
73206,True
10361,True
19034,True
36321,False
12644,False
17847,True
27999,True
50561,True
47120,False
52113,True
70492,True
2351,True
56542,True
14862,True
54671,True
19333,True
53484,True
78560,True
52302,True
20253,True
38698,True
20256,True
52835,True
33215,True
52132,True
46781,True
10757,True
75025,True
61733,True
75862,True
29565,True
42105,True
67731,True
13301,True
39880,True
65755,True
64765,True
78534,True
13236,True
4123,True
73519,True
35309,True
35456,True
33375,True
22684,True
22509,True
15355,True
12617,True
2632,True
21865,True
72229,True
10896,False
28807,True
16535,True
77477,True
69313,True
57792,True
8006,True
57072,False
16007,True
338,True
19875,True
28754,True
50558,True
15936,True
66155,True
51288,False
61488,False
26615,True
48523,False
65677,False
56474,True
23206,True
64477,True
78518,True
78245,True
69950,True
56664,True
57376,True
10201,True
9444,True
533,False
6161,True
55042,False
61145,True
38648,True
2367,True
30153,True
5252,False
22621,True
17170,True
12696,True
60642,False
56866,True
72940,True
897,False
33157,False
27615,False
12009,False
38375,True
53134,True
10105,True
66921,True
12288,False
54311,True
44994,True
43183,True
71459,True
51770,True
2235,True
66788,True
34191,True
57275,True
55730,True
20706,True
11324,True
27534,True
4748,True
8053,False
62638,True
7164,True
27929,True
29150,True
47445,False
35388,True
6481,False
23844,True
56367,True
63588,True
73359,True
13098,False
23571,True
31951,True
31888,True
46863,True
55300,True
36186,True
54241,True
14709,True
2210,True
20029,True
9572,True
38683,True
38793,True
30975,True
31556,True
51321,False
14020,True
76995,True
48162,True
12592,True
13744,True
7139,True
21411,True
66285,True
2132,True
74463,True
17762,True
75536,True
23562,True
41778,True
71276,True
4783,True
24809,True
77288,True
41590,False
37784,True
39812,True
69554,True
25083,True
70378,True
75447,True
20075,True
28875,True
4197,True
12874,True
63676,True
716,True
57895,True
33541,False
35547,True
29191,True
50497,True
2814,True
52155,True
41202,True
15030,True
38529,True
7227,True
67102,True
1972,True
64917,True
32951,True
73801,True
15940,True
38345,True
4782,True
8162,True
8938,True
42150,True
69482,True
24914,True
75351,True
21980,True
72347,True
30131,True
5527,False
15477,True
32499,True
65371,True
55676,True
50435,True
72804,True
68697,False
77009,True
30696,True
27422,True
8280,False
28397,True
45171,True
1182,True
62628,True
24266,True
47442,False
34824,True
5815,False
49956,True
8743,True
26936,True
22690,True
16193,True
46924,True
59529,True
38015,True
20730,True
58141,True
42359,False
60741,True
12338,False
56460,True
68192,True
77951,True
27227,True
51124,True
61314,True
50255,True
61745,True
30338,True
42857,True
13353,False
19555,True
47689,True
51401,True
7014,True
24897,True
75726,True
33185,True
21296,True
54470,False
55435,True
56744,True
52564,True
23999,True
30810,True
23786,True
3725,True
29740,False
27695,False
18051,True
65218,True
42215,True
68989,True
55212,False
24038,True
69913,True
12683,True
30033,False
5979,True
73469,True
7113,True
22165,True
51729,True
32754,True
9145,False
41557,True
51087,False
65024,True
29688,True
27344,True
15088,True
33764,True
63734,True
24121,True
58808,True
28232,False
65201,True
59745,True
29914,True
55045,False
21036,True
5393,True
2028,True
16856,True
20658,True
74616,True
23256,True
67428,True
39964,False
72882,True
44009,True
50617,True
73142,True
41562,True
54637,True
5381,False
24608,True
24326,True
48639,True
73072,True
19506,True
5787,True
7056,True
56800,True
59512,True
15466,True
43754,True
61892,True
76444,True
27141,True
30676,True
59481,True
61453,True
60208,True
32336,True
36493,True
62629,True
505,True
27971,True
11279,False
69300,True
76312,True
7522,True
27580,True
29742,True
25390,False
6584,True
19191,False
58952,True
18497,True
12407,True
40524,False
73741,True
48092,True
41114,True
27606,True
6015,True
77433,True
48050,True
7452,True
10230,True
70472,True
45868,True
17247,True
5483,False
7031,True
58308,False
73165,True
32896,True
51040,True
74572,True
7380,True
62543,True
7801,True
42703,True
67997,True
4693,True
60671,True
18504,False
70991,True
55574,True
57030,True
42381,True
44139,True
14686,True
28854,True
76214,True
60745,True
9310,True
20186,True
27455,True
5919,True
28076,True
20477,True
76045,True
73612,True
66750,True
10938,False
23717,True
36229,True
14774,True
4665,True
24970,True
36317,True
75910,True
51811,True
59238,True
66779,True
73817,True
37384,True
46691,True
4121,True
62058,True
74005,True
62631,True
61959,True
15849,True
357,False
37606,True
26634,True
28572,True
21754,True
26976,True
78532,True
65276,True
29640,True
65876,True
42449,True
35253,True
40135,True
15662,True
41619,True
11074,True
3107,True
75923,True
24766,False
5154,True
66605,True
27078,True
51135,True
42308,True
18398,False
53243,True
44675,True
44980,False
910,True
24384,True
25342,False
64633,True
64933,True
78406,True
35943,True
43622,True
42862,True
47927,True
8866,True
76200,True
69001,True
25376,True
61679,True
56675,True
50832,True
75126,True
345,True
67679,False
66135,True
13743,True
56160,True
55936,True
41791,False
330,True
9061,False
22162,True
30910,True
35597,True
43580,True
34797,True
54546,False
14605,True
57982,True
42876,True
32967,True
69433,True
74518,True
44199,True
15525,True
50304,True
11033,True
66689,True
31431,True
31394,True
41483,True
72247,True
21823,True
11509,True
19198,False
71882,True
62195,True
9657,True
76473,True
7901,True
66362,True
72929,True
44014,True
45561,True
43325,True
54317,True
47787,True
65254,True
49686,True
44706,True
58389,True
41057,True
71927,True
66164,True
29210,True
23135,True
37413,True
25280,True
38669,True
63181,True
71963,True
4899,True
24130,True
63841,False
4811,True
77759,True
77130,True
73682,True
6461,False
2099,True
21173,True
68052,True
75768,False
18200,True
1190,True
6811,True
57097,True
3170,True
9052,True
7446,True
69925,True
31167,True
17219,True
18028,True
38633,True
2409,True
53179,True
68688,True
39629,False
30663,True
45531,True
45811,True
16698,True
77031,True
55959,True
72140,True
19501,True
1997,False
70033,True
50430,True
48122,True
73517,True
38089,True
53258,False
30149,True
59543,True
11331,True
43885,True
32011,True
32595,False
53728,True
18825,True
11892,True
20643,True
29855,True
36450,True
49281,True
50119,True
67366,True
37151,True
50270,True
20141,False
43903,True
2324,True
9565,True
60585,True
22033,True
16634,True
18704,True
71945,True
64557,True
25153,True
39358,True
65551,True
32061,True
8471,True
6658,False
55993,True
18968,True
21557,True
39996,True
54574,True
72497,True
33451,True
48755,True
26566,False
29404,True
39149,True
14393,True
39938,True
45230,True
41672,False
28510,False
2095,True
57111,True
39524,True
18823,False
60547,False
9326,True
14149,True
54480,True
7660,True
65698,True
30681,True
45072,True
27717,True
78252,True
11854,False
10389,True
3193,True
65051,True
13943,True
44707,True
5855,True
71907,True
46056,False
43452,True
53035,True
9683,True
66145,True
53945,True
1899,False
39754,True
44396,True
38599,True
32790,True
46013,True
3692,True
51675,True
64357,True
5767,True
68724,True
3109,True
44423,False
31874,False
3331,True
55325,True
21146,True
30635,True
47100,True
2610,True
30120,True
18058,True
22656,True
76645,True
66617,True
16943,True
29748,True
47677,True
48241,True
46273,True
38764,True
1911,True
75659,True
13821,True
51195,True
35313,True
28069,True
21155,True
60690,False
20382,True
64781,True
30069,False
3128,True
48450,True
67956,True
59182,True
52291,True
23268,True
11367,True
29833,True
58265,True
26209,True
24942,False
10053,True
9089,True
46527,True
9748,True
19221,True
19897,False
45648,True
15056,True
6418,True
34032,True
11830,True
5986,False
11207,True
59885,True
26894,True
73026,True
60176,True
50176,True
74368,True
32142,True
58157,True
38373,True
47207,True
60023,True
5128,True
51686,True
42936,False
25425,True
76430,True
51080,True
60618,True
65561,True
53878,False
20845,True
36050,True
50279,True
67397,True
55183,True
70052,True
9835,True
48552,False
36588,True
4787,True
4493,True
32857,True
4619,True
1948,True
37661,True
18614,True
13599,True
75326,True
45728,True
38076,True
10637,True
14856,True
65413,True
21465,True
3332,True
36989,True
14549,False
13463,False
73601,True
14811,True
60828,True
41749,True
72507,True
66892,True
1822,True
73272,True
63630,True
28038,True
10125,True
54494,True
7117,True
48236,True
1005,True
16687,True
77520,True
31499,True
65616,True
34951,True
36201,True
76681,True
11054,True
57664,True
52689,True
74334,True
21919,True
12161,True
64830,True
60319,True
42669,True
49158,True
19212,False
9199,True
11787,True
5137,False
25409,True
3961,True
69787,True
15776,False
28372,True
47902,True
68039,True
12132,False
37016,True
13859,True
10910,True
14596,True
46741,True
850,True
53310,True
65763,True
40423,True
22059,True
46732,True
9870,True
23121,True
41780,True
15221,True
30459,True
34845,True
56373,True
27557,True
11510,True
14513,True
59343,True
68290,False
52255,True
55302,True
77691,True
2835,False
54325,True
49645,True
38822,True
77594,True
59882,True
22382,True
6479,True
43213,True
63699,True
7497,True
29660,True
77733,True
68083,True
37858,True
55213,True
51537,True
9957,True
13755,True
54391,False
25371,False
77813,True
27353,False
71237,True
25624,True
69675,False
28567,False
8558,True
30100,True
16424,True
38247,True
62698,True
55884,True
54754,True
48763,True
51838,True
61982,True
62057,True
4066,True
48177,True
44434,True
58704,False
18172,True
7349,True
64348,True
47268,True
55762,True
21037,True
570,True
71262,True
77294,True
48109,True
67036,True
64129,False
48113,True
53151,True
66590,True
57186,True
66734,True
50135,True
56883,True
57034,True
65331,False
55385,True
1532,True
63978,True
2844,False
31805,True
70635,False
21908,True
30531,True
60114,True
23444,True
60037,True
1539,True
20150,True
47004,False
28171,True
61286,True
33915,True
48118,True
32521,True
46872,True
42665,True
71540,True
14350,False
45866,True
50989,True
35068,True
26140,True
59423,True
35860,True
77155,True
18750,True
15542,True
39991,True
24286,True
47865,True
72727,True
62711,True
70325,True
32724,True
17139,True
34064,True
2952,False
75371,True
67868,True
27245,True
31693,True
52070,True
10107,True
15146,True
61965,True
7967,True
39644,False
57251,True
77040,True
43127,True
61770,True
50013,True
45571,True
22625,True
31334,False
50327,True
18901,True
36420,True
2877,False
10424,True
29510,True
43621,True
67281,True
68550,True
53212,True
12418,True
57918,True
25595,True
9706,True
10035,True
55656,False
63710,True
20973,False
72423,True
8782,True
46465,True
76571,True
17515,True
70264,True
71790,True
18084,True
61793,True
8480,True
67015,True
3566,True
8377,True
47318,True
61904,True
2313,True
57235,True
19979,False
39931,True
51866,True
30762,True
69015,True
70138,True
45760,True
44426,True
41655,True
59279,True
55737,True
4423,True
29584,True
15464,True
52540,True
70708,True
14482,True
22415,True
18709,True
64258,True
24036,True
23445,True
76713,True
47680,True
73486,True
13942,True
4168,True
55287,True
13874,True
4509,True
31242,True
10373,True
53656,True
26607,True
36631,True
29403,True
10098,True
51313,True
3240,True
66641,True
47394,True
10044,True
75800,True
19941,True
60639,True
18698,True
53676,True
66260,True
12830,True
20402,True
69654,True
71049,True
36754,True
40114,False
58397,True
60829,True
38734,True
38346,True
2079,True
35213,True
22712,True
40748,True
66726,True
54962,False
28441,True
63930,True
24402,True
42880,True
44186,True
941,True
1417,True
66861,True
17871,False
23628,False
34417,False
5112,True
50727,True
68021,True
75232,True
7489,True
70402,True
12473,True
47186,True
52276,True
16058,True
67207,True
61790,True
56763,True
23022,True
14413,True
499,True
25357,True
25479,True
33745,True
27856,True
22170,True
2354,False
2730,True
50949,True
6215,False
68364,True
19348,True
6414,False
47331,False
39021,False
60543,True
36999,True
40055,False
61969,True
37521,True
8929,True
36825,True
72212,True
78166,False
10597,True
71151,True
3882,True
69068,False
59554,True
34775,True
689,True
21357,True
42565,True
4328,True
30186,True
60133,True
76030,False
74021,True
56976,True
36903,False
65656,True
70075,True
1763,True
16640,True
32578,True
6392,False
43844,False
58532,True
2495,True
47384,True
43326,True
74811,True
65001,True
23337,True
30070,True
16443,False
19415,True
51439,True
74225,True
69883,True
67339,True
26850,True
25368,False
44115,True
52578,True
41803,True
77233,True
53202,True
42610,True
31512,True
75921,True
73814,True
31497,True
3550,True
39808,True
1766,True
48496,True
41799,True
11050,True
66840,True
64944,True
73194,True
41595,True
15305,True
53344,True
50553,True
47106,True
17084,True
53072,False
20702,True
5968,True
40403,True
26469,True
70698,True
10204,True
53487,True
33936,True
45932,True
38890,True
26683,False
53254,True
50185,True
42919,True
78519,True
5263,False
49784,True
31152,True
73595,True
59149,True
70280,True
19465,False
47373,True
23262,True
35590,True
74433,True
53468,True
72161,True
65158,True
48481,True
24423,True
37641,True
60339,True
75919,True
75499,True
56557,True
9523,False
828,True
24140,True
11378,True
40819,True
6014,False
45865,True
28732,True
70106,False
68833,False
34151,True
49803,True
41450,True
62579,False
11019,False
66690,True
58260,True
45651,True
36283,True
61910,False
15454,True
74573,True
58771,True
44705,True
8576,True
64153,True
7436,True
76384,True
12974,False
48424,True
25382,False
30621,True
26579,True
75956,True
25478,True
9994,True
1891,True
14005,True
72297,True
63054,True
40235,True
43321,True
36082,True
72065,True
6,True
28755,True
72925,True
19998,True
64225,True
32916,True
45422,True
49683,True
25197,False
15416,True
53931,True
2675,True
13222,True
64827,True
43384,True
32986,True
50130,False
56102,True
58866,True
14460,True
65814,True
50401,True
44060,True
58929,True
1745,True
49215,True
34208,True
40261,True
65553,True
5826,True
1963,True
7674,True
64850,True
60374,True
20724,True
44652,True
36729,False
27942,False
70224,True
17690,True
70921,True
44417,False
32277,False
64722,True
74535,True
37867,True
76472,True
46946,True
38615,True
64995,True
20778,True
16441,False
69151,True
44920,True
29232,False
69744,True
43570,True
48033,False
33322,True
4167,True
53631,True
28431,True
20983,True
39859,False
49864,True
34569,True
61066,True
31776,True
76216,False
56237,True
54557,False
33405,True
43853,True
41802,True
43159,True
77341,True
5028,False
557,False
17080,True
42503,True
15315,True
26190,True
528,True
6106,False
30212,True
41824,False
54539,True
19010,True
12827,False
74529,True
48595,True
47058,True
35179,True
36359,True
76908,True
12804,True
33475,False
6150,False
21767,False
73299,True
31412,True
68967,True
40665,True
6231,False
74456,True
16089,True
17702,True
38989,True
2986,True
77296,True
29405,False
37710,True
8987,True
39870,False
50601,True
22645,True
43152,True
4490,True
12168,True
43399,True
39845,True
64050,True
70446,True
15763,True
8277,True
70344,True
16351,True
28246,True
46586,True
75009,True
57552,True
77539,True
29715,True
52166,True
5484,False
66829,True
35183,True
8160,True
71223,True
13366,True
42407,True
56816,True
46901,False
29647,True
44952,True
33553,True
6889,True
75573,True
40637,True
39116,True
53792,False
16389,False
53031,True
64405,True
17994,True
6149,True
67206,True
72752,True
67837,False
17882,True
20967,True
33119,True
5296,True
36605,False
59116,True
19623,True
21088,True
16745,True
33180,False
32159,False
72998,True
41840,True
26759,False
38438,True
36691,False
56353,True
33298,False
12104,True
30017,True
1623,True
826,True
12676,True
74156,True
3464,True
68155,True
65214,True
75119,True
1429,True
66462,True
5358,False
1412,True
54852,True
47813,True
45123,True
2291,True
60889,True
19776,True
61928,False
22225,True
44918,True
69565,True
5365,False
35530,True
31037,True
19899,True
22331,False
59682,True
13400,True
17195,True
40582,False
55269,True
63902,True
66601,True
38059,True
42390,True
2643,False
21172,True
14083,False
47469,False
73759,True
10387,True
7147,True
7365,False
74067,True
24647,True
5212,True
14888,False
63309,True
43676,True
48635,True
71516,True
57872,True
42314,True
54953,True
22957,True
65954,True
28995,True
48487,True
12742,False
78284,True
7955,True
508,True
6031,True
1416,True
50718,True
27508,True
36079,True
47024,False
26489,True
38203,True
4817,True
61136,True
37593,True
72595,True
43175,True
74051,True
70450,True
44609,True
46940,True
2207,True
49933,True
314,True
23617,True
72993,True
27160,True
67796,True
56817,True
31861,True
3280,False
54989,True
2754,True
52272,True
64252,True
43451,True
67849,True
21713,True
50296,True
8639,True
12360,True
77782,True
53899,True
5532,True
16394,True
30150,True
19421,False
70178,True
40485,False
22536,True
60680,True
63901,True
8430,True
55819,True
64395,True
59533,True
72536,True
9853,True
33801,True
7499,True
18684,True
71510,True
749,True
57068,True
30602,True
70887,True
31030,True
42502,True
23393,True
2984,True
56414,True
45613,False
54273,True
28844,True
12185,True
34873,True
8531,True
62319,True
33563,False
36224,True
71754,True
61477,True
70873,True
11464,False
69039,False
8587,True
25118,False
41100,True
9559,True
24995,True
64662,True
62427,True
69781,True
5547,True
3025,True
9073,True
47660,True
4687,True
1056,True
62149,False
78480,True
39504,False
39605,True
58432,True
61277,True
27646,True
65711,True
17597,True
1469,True
49500,True
53507,True
53349,True
7729,True
31917,True
3151,True
45005,True
61231,True
52987,True
29786,True
7029,True
54068,False
77964,False
9734,True
60428,False
59269,True
67781,True
56028,False
42997,True
74402,True
24201,True
45667,True
25911,False
77756,True
16944,False
61444,False
41674,True
73641,True
33208,True
57080,True
3614,True
24699,True
54154,True
37240,True
23364,True
29543,True
15161,True
7710,True
49264,True
9528,True
16156,True
2321,True
42020,True
37301,True
28048,True
42261,True
68857,True
76292,True
12635,True
19910,True
2797,True
33137,True
41300,True
29140,True
3635,True
19716,True
58270,True
66587,True
10957,True
32816,False
62820,True
76421,True
2578,True
16804,False
22405,True
16774,True
45192,True
78150,True
18903,True
12670,True
69409,True
14311,True
66441,True
52803,True
24782,True
57373,True
94,True
37412,True
61490,False
16919,True
12587,True
42202,True
25980,True
27166,True
62436,True
24617,True
47180,True
2508,True
40483,True
11874,True
44685,True
68553,True
66221,True
62580,False
12144,True
34461,True
35176,True
31652,True
19474,True
34347,True
14587,True
15253,True
20145,True
23247,True
69234,True
27202,True
66619,True
242,True
12234,False
31877,False
19657,True
22903,True
24900,True
53769,True
49873,True
5422,True
19334,False
60277,True
22960,True
17626,True
24479,True
69116,True
28377,True
42242,True
71191,True
18868,True
44679,True
24494,True
58817,True
64991,True
34711,True
60240,True
51567,True
40886,True
8143,True
8643,True
43719,True
16134,True
51510,True
52112,True
71921,True
44852,False
23602,True
76264,True
61605,True
77652,True
8962,True
10693,True
465,False
4273,True
35667,True
45289,True
38627,True
19711,False
54768,True
36263,True
63320,True
49481,True
20773,True
74295,True
45474,True
19428,False
62739,True
36933,True
43136,True
61863,True
14757,False
70447,False
2832,True
65284,True
28239,False
60510,True
9707,True
53440,True
21045,True
17765,True
29600,True
41164,True
1312,True
52383,True
18379,True
19802,False
53006,True
11138,True
23513,True
54576,True
17380,True
28580,False
40477,True
26286,False
62966,True
44542,True
47165,False
73438,True
64984,True
36316,True
67550,True
25740,True
48583,True
64167,True
49810,True
49284,True
34694,True
36870,True
47376,True
13981,True
71186,True
39980,False
600,True
63231,True
8719,True
50129,True
52525,True
1770,False
12284,True
30274,True
38560,True
15825,True
25628,False
42611,True
78234,True
188,True
58994,True
14348,False
18909,False
62691,True
37031,True
31850,True
63030,True
74335,True
63742,True
53441,True
18293,True
23864,True
59581,True
37940,True
23477,True
4131,True
22595,True
3017,True
43254,True
48769,False
60633,True
13161,True
25335,True
20389,True
29084,True
15317,True
29809,True
69888,True
1645,True
66200,True
43787,True
26581,True
31905,True
34991,True
32485,True
12682,False
2544,True
10835,True
19874,False
71854,True
58042,True
29835,True
62957,True
71324,True
25675,True
71680,True
72566,True
48888,True
3439,True
26561,True
29335,True
53813,True
71483,True
49173,True
46565,False
74314,True
45372,True
19158,False
15799,True
598,True
36030,True
34282,True
73706,True
20310,True
47451,True
70901,True
35458,False
25629,True
26496,True
70282,True
69873,True
61293,True
26278,True
3098,True
7707,True
12089,True
78493,True
15998,True
34896,True
47662,False
37399,True
59728,True
73309,True
23695,True
8074,False
61073,True
7974,True
43515,True
10110,True
46406,True
33444,True
74203,True
22091,True
31108,False
75716,True
23884,True
23434,True
66857,True
66743,True
46526,True
60402,True
57407,True
42051,False
58660,True
26748,True
42726,True
18532,True
58246,True
68308,True
43994,True
25130,True
63755,True
15852,True
74047,True
742,True
42781,True
65074,True
78220,True
21991,False
17094,True
31163,True
58280,True
75680,True
4309,True
56507,True
25811,True
52660,True
57546,True
11597,True
54216,True
66512,True
67937,True
9014,True
32845,False
45927,True
33049,True
52309,True
21563,True
40681,True
56327,True
48014,True
57930,True
16954,True
20048,False
46290,True
54604,True
43489,False
60368,True
18751,True
63946,True
55528,True
24899,True
13406,True
47499,True
78452,True
38042,False
4942,True
48184,True
63101,False
60410,True
3136,True
6181,False
37799,True
26050,False
77487,True
35486,True
37822,True
59877,True
68751,True
53578,True
22125,True
50700,True
11752,True
26659,True
559,True
32711,False
24229,True
5504,True
52630,True
51834,True
46982,True
62256,True
39110,True
46395,True
48379,True
52091,True
11938,True
32155,True
71842,True
8898,True
67121,True
23931,True
32176,True
75681,True
62387,False
54092,False
64130,True
34136,True
59998,True
20221,False
44520,True
63953,True
18593,True
70810,False
33142,False
35804,True
69588,True
21573,True
59396,True
7339,True
52740,True
13759,True
76010,True
27946,False
8720,True
18337,False
30537,True
27670,True
50285,True
54593,True
50551,True
31456,True
71333,True
45263,False
62272,True
46421,True
62541,True
16941,True
13136,True
69907,True
56786,True
69365,True
10483,True
73750,True
12493,False
455,True
68518,True
34398,True
63371,True
53206,True
23063,True
45452,True
39625,False
42596,True
13256,True
37637,True
56544,True
23242,True
4752,True
66578,True
18165,True
32425,True
5206,False
51828,True
39084,True
62709,True
30250,True
49783,True
75866,True
67115,True
7709,True
77399,True
73937,True
55266,True
39153,True
27698,True
69465,True
14423,True
29350,True
41170,True
56580,True
4735,True
74772,True
50919,True
72261,True
36158,True
49627,True
72909,True
37870,True
8833,True
34955,True
4609,True
28130,True
67831,False
29648,True
24,False
41464,False
74567,True
8286,True
45548,False
18219,False
70760,True
54263,True
29257,True
50047,False
68304,True
77395,False
27350,False
13267,True
69491,True
78458,True
21174,True
10171,False
37388,True
32271,True
24319,True
33862,True
69242,True
25871,True
39918,True
59096,True
14655,True
54848,False
57532,True
19835,False
17524,True
36258,True
18655,True
8886,True
125,True
38146,True
64220,True
70322,True
4839,True
1658,True
62607,True
40534,True
77460,True
19395,True
6217,True
35171,True
66494,True
73156,True
70051,True
13317,False
14154,True
52974,True
28935,True
37321,True
64413,True
36894,False
23208,True
48231,True
35588,True
27413,True
11546,True
6617,True
65900,True
2809,True
54772,True
51046,True
36387,True
3103,True
40196,True
71522,True
57404,True
48753,True
58914,True
49211,True
34841,True
75167,True
44531,True
53352,True
72508,True
14106,True
8009,True
41121,True
68115,True
42162,True
27505,True
31132,True
52864,True
73084,True
15861,True
62224,True
69791,True
9849,True
1198,True
50248,True
40880,False
42244,True
58135,True
54419,True
3076,True
16553,False
25622,True
1995,True
17631,True
72191,True
76046,True
63355,True
35791,True
63703,True
25949,True
23076,True
8119,True
75684,True
11484,False
62978,True
37698,True
71298,True
49545,True
48956,True
24566,True
46254,False
3036,True
30835,True
74668,True
66582,True
52975,True
44413,True
52913,True
16487,True
4830,True
40045,True
75073,True
66574,True
49889,True
14354,True
16821,True
63348,True
49974,True
35587,True
71724,True
37678,True
53154,True
65801,True
28838,True
70521,True
29255,True
64093,True
16781,True
24237,True
68307,False
49014,True
26087,True
15580,True
33864,True
23068,True
2888,True
